,datetime,open,close,high,low,volume
0,2017-03-17,16.81,20.17,20.17,16.81,157
1,2017-03-20,22.19,22.19,22.19,22.19,60
2,2017-03-21,24.41,24.41,24.41,24.41,23
3,2017-03-22,26.85,26.85,26.85,26.85,52
4,2017-03-23,29.54,29.54,29.54,29.54,176
5,2017-03-24,32.49,32.49,32.49,32.49,260
6,2017-03-27,35.74,35.74,35.74,35.74,300
7,2017-03-28,39.31,39.31,39.31,39.31,511
8,2017-03-29,43.24,43.24,43.24,43.24,1092
9,2017-03-30,47.56,47.56,47.56,45.33,199768
10,2017-03-31,47.0,47.84,50.97,46.02,209333
11,2017-04-05,44.1,44.5,45.4,43.06,148823
12,2017-04-06,44.48,48.95,48.95,44.01,103523
13,2017-04-07,49.67,47.96,51.18,47.41,138587
14,2017-04-10,46.49,49.07,49.99,44.8,123026
15,2017-04-11,47.02,48.79,49.69,46.28,107014
16,2017-04-12,48.03,46.79,52.95,46.5,142324
17,2017-04-13,44.0,46.08,46.75,43.0,99743
18,2017-04-14,45.4,41.48,45.88,41.47,87530
19,2017-04-17,39.0,38.57,39.74,37.7,71066
20,2017-04-18,39.1,40.47,41.83,39.1,67755
21,2017-04-19,40.5,42.06,42.35,39.8,46203
22,2017-04-20,41.85,42.46,43.89,41.85,44520
23,2017-04-21,42.9,43.91,44.58,42.37,43629
24,2017-04-24,43.88,43.57,44.8,42.01,40693
25,2017-04-25,43.2,43.13,44.69,42.51,42510
26,2017-04-26,42.2,43.14,44.15,42.2,35245
27,2017-04-27,42.83,46.03,46.9,42.7,50915
28,2017-04-28,47.0,46.8,48.98,46.04,59073
29,2017-05-02,46.52,46.52,47.18,45.5,34237
30,2017-05-03,46.52,47.78,47.96,45.7,42959
31,2017-05-04,46.9,46.13,47.5,45.8,34158
32,2017-05-05,45.53,44.92,46.05,44.89,33495
33,2017-05-08,44.6,44.55,45.88,44.21,16067
34,2017-05-09,44.66,46.33,46.5,43.16,29618
35,2017-05-10,46.1,45.36,47.5,45.23,34408
36,2017-05-11,44.8,49.9,49.9,44.49,52677
37,2017-05-12,50.8,49.84,51.66,48.58,80237
38,2017-05-15,49.79,48.7,49.79,48.06,54943
39,2017-05-16,48.23,49.51,49.85,47.45,56018
40,2017-05-17,49.3,48.65,50.49,48.46,48720
41,2017-05-18,47.7,46.37,48.46,45.84,52183
42,2017-05-19,46.12,45.84,47.27,44.94,32959
43,2017-05-22,45.33,41.26,46.45,41.26,80231
44,2017-05-23,41.3,40.5,42.15,39.11,36148
45,2017-05-24,40.5,41.5,41.98,40.42,22626
46,2017-05-25,41.35,42.02,42.57,40.59,31731
47,2017-05-26,42.14,42.48,43.2,42.06,20226
48,2017-05-31,44.4,41.68,45.8,41.5,40958
49,2017-06-01,41.0,39.35,41.98,39.18,29151
50,2017-06-02,39.11,41.24,41.78,39.1,24001
51,2017-06-05,41.99,42.81,43.37,41.98,26321
52,2017-06-06,42.85,43.39,43.43,42.31,17840
53,2017-06-07,43.45,45.29,46.21,43.41,30988
54,2017-06-08,45.1,44.12,45.29,43.88,23088
55,2017-06-09,44.18,45.79,45.87,43.59,30370
56,2017-06-12,45.0,43.18,45.32,43.0,30712
57,2017-06-13,43.2,44.22,44.79,43.17,19857
58,2017-06-14,44.11,43.42,44.79,43.3,19598
59,2017-06-15,43.6,44.01,45.09,43.42,29544
60,2017-06-16,44.1,43.09,44.15,42.5,21899
61,2017-06-19,43.1,43.1,43.65,42.82,11629
62,2017-06-20,43.4,43.92,44.64,43.14,25252
63,2017-06-21,44.2,44.89,45.2,43.81,24070
64,2017-06-22,44.88,43.12,44.97,42.8,28598
65,2017-06-23,42.5,42.4,43.29,40.89,25894
66,2017-06-26,41.97,42.98,43.2,41.8,19172
67,2017-06-27,42.72,42.5,43.7,42.43,17393
68,2017-06-28,42.31,40.76,42.65,40.4,26867
69,2017-06-29,40.7,40.76,41.45,40.7,10210
70,2017-06-30,43.0,43.91,44.36,42.1,41281
71,2017-07-03,43.46,45.79,46.48,43.06,50082
72,2017-07-04,45.55,46.06,46.44,45.21,34255
73,2017-07-05,45.7,46.19,46.64,45.38,31440
74,2017-07-06,46.12,46.57,47.99,45.8,44794
75,2017-07-07,47.73,48.22,50.28,47.7,58725
76,2017-07-10,47.43,45.78,47.96,44.92,48609
77,2017-07-11,45.69,44.34,46.19,44.01,26913
78,2017-07-12,44.51,46.08,46.18,44.28,28864
79,2017-07-13,46.07,45.44,46.07,44.0,24657
80,2017-07-14,45.59,45.59,46.6,45.0,22564
81,2017-07-17,43.0,41.03,43.48,41.03,45437
82,2017-07-18,40.1,41.22,41.56,39.63,27783
83,2017-07-19,40.8,41.94,41.99,39.82,31278
84,2017-07-20,41.91,40.98,42.86,40.75,28070
85,2017-07-21,40.47,41.02,41.67,40.18,18675
86,2017-07-24,40.42,43.39,43.5,40.36,30180
87,2017-07-25,43.01,44.34,44.47,42.21,34587
88,2017-07-26,44.66,41.92,44.68,41.66,46211
89,2017-07-27,41.99,44.73,45.42,41.3,47480
90,2017-07-28,44.73,44.41,45.15,44.02,26992
91,2017-07-31,44.25,44.53,45.37,44.02,18375
92,2017-08-01,44.35,43.41,44.7,42.5,22369
93,2017-08-02,43.41,42.01,43.55,41.78,21301
94,2017-08-03,42.0,41.82,42.77,41.5,16268
95,2017-08-04,41.61,41.47,42.18,40.8,19091
96,2017-08-07,41.89,41.8,42.38,41.59,11806
97,2017-08-08,41.88,41.47,42.15,41.3,13560
98,2017-08-09,41.48,41.64,41.85,40.98,15671
99,2017-08-10,41.31,40.9,41.68,40.5,12389
100,2017-08-11,40.52,40.75,41.35,40.3,9374
101,2017-08-14,40.93,41.8,41.81,40.5,12071
102,2017-08-15,41.9,41.88,42.88,41.41,15850
103,2017-08-16,41.51,42.48,43.08,41.48,24649
104,2017-08-17,42.72,42.14,42.72,41.78,15669
105,2017-08-18,41.92,41.42,42.35,41.38,9827
